,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Jamaica,,,,,,,,,,,,,,1,0,,,,,,,1,,13,7,4,1,,4,,,0,,,,5,3,,,4,,,,,,,,,10,5,,,,,,,,3,2,,1,,,,,0,63
,Japan,,,8,222,304,411,758,1046,1233,661,830,328,219,204,1799,1209,303,598,531,498,637,774,665,633,982,1653,1632,909,1020,944,1010,1282,1392,1618,1932,1847,1764,1854,1875,2137,2543,2849,2450,1997,978,1137,813,786,1443,1204,442,398,426,412,352,414,444,470,659,490,381,263,243,258,458,283,60313
,Jordan,,,,,,,,,1,,,,,1,,15,72,70,28,121,119,49,55,35,54,307,311,461,586,270,352,150,224,101,233,177,,11,5,8,16,,,1,5,19,75,77,247,6,22,21,4,102,25,5,3,164,32,15,6,24,38,44,91,39,4896
,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,6,3,3,,,3,,3,,37
,Kenya,,,,,,,,,,,,,,,,,,,1,,0,,,2,,,,,142,3,25,60,23,,,6,,,,,4,4,,,,,,,,,,,,,,,,,,,,0,0,,,1,270
,Kuwait,,,,,,,,,,,,,,,,,,,,,,58,,,2,4,16,321,327,7,19,,,141,64,76,31,6,,,5,41,896,664,18,349,1003,315,19,5,,,,21,,5,5,279,,1,37,36,22,52,681,366,5892
,Laos,,,,,,,1,1,10,0,3,4,14,12,7,7,14,11,4,6,27,1,14,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,14,,,,,,36
,Lebanon,,,,,,,,,43,,,,13,13,,,,,,,,6,6,,,1,1,,,,3,2,16,59,67,43,,,,,,,,,18,42,27,9,7,4,4,,,,,1,,,,16,10,1,31,21,5,32,499
,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,5
,Liberia,,,,,,,,,,1,,,,,2,,,18,,,,0,1,,,,2,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
,Libya,,,,,,,,,,0,,,,3,15,9,7,,40,40,224,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341
,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,13,4,3,3,,,0,,,,31
,Luxembourg,,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,3,,,1,,,,1,,,,,,,,,,,,,7
,Macedonia (FYROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,0,,,,,0,,,,,,,,,,12
,Madagascar,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,9
,Malaysia,,,,,,,,,,,,1,,,,,,,60,,,61,10,10,18,81,268,48,65,62,84,53,,20,4,132,95,,,,,29,,,51,181,,338,,11,,,9,31,10,2,14,14,,10,12,2,,0,10,4,1801
,Mali,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,9,4,,,,,,,,,,,,,,,,,,15
,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,15
,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,21
,Mauritius,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
